row;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;Wifi;AC;Beachfront;Garden;Ocean View;Netflix;Pet Friendly;Balcony;Parking;Terrace;Swimming Pool;Mountain View;TV;Lake View;Gym;Breakfast Included;Patio
1286;Ocean Breeze Apartment;8766429;SmartStayWA;Western Australia;FREMANTLE;-32.0522;115.74934;Entire home/apt;205;1;74;2024-03-03;0.8;70;7;8;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1
1287;Private room in Castleglen Estate Thornlie WA;93611973;Chaminda;Western Australia;GOSNELLS;-32.0662;115.96353;Private room;51;2;114;2024-06-05;1.24;2;64;20;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0
1288;Verandahs  Wilson Inlet quiet and beautiful;105424095;Terese;Western Australia;DENMARK;-35.00048;117.33204;Entire home/apt;180;3;122;2024-06-03;1.36;1;210;13;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0
1289;CentralCBD Comfy 1bed  balcony Apt selfcontained;105536086;Sue;Western Australia;PERTH;-31.95693;115.86603;Entire home/apt;156;4;241;2024-06-14;2.63;1;252;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1290;Hope Farm Guesthouse  The Sacred Kingfisher Room;1044079;Mike;Western Australia;YORK;-31.86632;116.76211;Private room;253;1;32;2024-05-13;0.36;3;310;4;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0
1291;CleanComfy houseB in Perthclose to CBD  Airport;103287910;John & Jenny;Western Australia;CANNING;-32.00227;115.91603;Entire home/apt;248;3;286;2024-06-16;3.12;2;318;32;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0
1292;2 Comfy Twin Bedroom;42263887;Jen;Western Australia;CANNING;-32.06038;115.88239;Private room;55;1;78;2024-05-20;0.99;3;176;23;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
1293;Water Vista;105672344;Warrick;Western Australia;MANJIMUP;-34.98061;116.73051;Entire home/apt;211;3;85;2024-06-03;0.93;1;257;25;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1
1294;1st Floor Studio Apartment;105979263;Normi;Western Australia;WANNEROO;-31.69048;115.73219;Entire home/apt;86;3;104;2024-06-14;1.15;10;26;25;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0
1295;Ocean Views Sleeps 8 2 bathrooms Pet friendly;105990484;Kerry;Western Australia;GINGIN;-31.346168810489544;115.49445556715813;Entire home/apt;300;2;91;2024-06-03;1.02;1;225;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1296;Indlovu Intaba Farm;106008580;Jenni;Western Australia;ALBANY;-35.07731;117.64427;Entire home/apt;575;3;30;2024-04-02;0.38;1;0;8;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0
1297;Innisfree Mountain Retreat;106077536;Adriann And Neal;Western Australia;DENMARK;-34.96981;117.28588;Entire home/apt;240;3;69;2024-05-13;0.75;1;56;4;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1
1298;Beautiful Studio Granny Flat In Central Location;12274002;Keith;Western Australia;VICTORIA PARK;-31.99066;115.91396;Entire home/apt;109;3;99;2024-05-15;1.28;1;355;28;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0
1299;Blue Wren;511967;Hometime Group;Western Australia;AUGUSTA-MARGARET RIVER;-33.99856;115.01816;Entire home/apt;585;1;68;2024-05-13;0.77;126;208;6;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0
1300;BIG Plant filled Courtyard Garden Apartment;37875875;Lisa;Western Australia;COCKBURN;-32.08787;115.76745;Entire home/apt;170;3;251;2024-06-13;2.8;3;273;47;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1301;Braidwood Escape;48564030;Darren;Western Australia;DENMARK;-34.98134;117.35498;Entire home/apt;236;3;37;2024-04-04;0.44;1;204;7;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0
1302;Central Townhouse Margaret River;17749267;Danni;Western Australia;AUGUSTA-MARGARET RIVER;-33.95382;115.07137;Entire home/apt;229;2;380;2024-06-16;4.16;11;330;75;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1
1303;Coastal Days in Leeman;106469979;Melissa;Western Australia;COOROW;-29.93669;114.98205;Entire home/apt;273;2;148;2024-06-14;1.62;1;160;13;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
1304;Cozy Homely Room with Breakfast in Vic Park;37531632;May;Western Australia;VICTORIA PARK;-31.9938;115.90242;Private room;87;1;21;2024-06-04;0.23;4;357;20;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0
1305;Peppi Cottage  4 x 2 self contained house;106539720;Donna;Western Australia;BUSSELTON;-33.60629;115.09978;Entire home/apt;294;2;48;2024-05-19;0.54;1;12;10;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
1306;Townhouse 212;26980735;Jarrod;Western Australia;AUGUSTA-MARGARET RIVER;-33.947044;115.075478;Entire home/apt;318;2;41;2024-05-23;0.45;17;280;2;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1
1307;Ocean Reef Vista Panoramic Ocean Views;52351378;Chris;Western Australia;JOONDALUP;-31.75815;115.7329;Entire home/apt;176;3;54;2024-06-22;0.96;2;280;9;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0
1308;Aqua On Green;511967;Hometime Group;Western Australia;BUSSELTON;-33.59946;115.10397;Entire home/apt;754;1;46;2024-05-28;0.52;126;209;9;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1
1309;Luxury East Perth Townhouse Long stay negotiable;106569640;Rod;Western Australia;PERTH;-31.95489;115.88017;Entire home/apt;385;5;49;2024-06-17;0.54;3;314;12;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
1310;PRIVATE AND SECURE POOL BUNGALOW WIFI AND NETFLIX;10423999;Louise;Western Australia;STIRLING;-31.89736;115.780228;Entire home/apt;100;2;72;2024-05-13;0.79;1;161;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1311;Welcome to Perth City and Kwinana Historic Town;106689568;Kanidta;Western Australia;KWINANA;-32.23173;115.81688;Private room;62;5;6;2020-01-04;0.07;1;362;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1
1312;Funky Studio 3 mins from the beach;5202417;Katharine & Stephen;Western Australia;FREMANTLE;-32.05665;115.7426;Entire home/apt;150;2;286;2024-05-12;3.16;1;54;29;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0
1313;Aintree Cottage Swan Valley Quiet  Comfortable;60288968;Nikki;Western Australia;SWAN;-31.83842;116.03192;Entire home/apt;400;2;81;2024-06-02;0.99;2;306;10;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1
1314;Entire Art Deco Apartment Sunny Green Oasis;4453445;Jasmine;Western Australia;VINCENT;-31.93467;115.86556;Entire home/apt;134;3;246;2024-06-20;2.69;1;59;50;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1
1315;Riverside  Margaret River  Homely Townhouse;27074418;Team Swell Stays;Western Australia;AUGUSTA-MARGARET RIVER;-33.94671;115.07542;Entire home/apt;265;2;140;2024-06-09;1.54;63;191;11;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1
1316;Dunsborough Cottage;21315772;Pam;Western Australia;BUSSELTON;-33.61848;115.11326;Entire home/apt;305;2;167;2024-04-28;1.84;1;220;16;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1
1317;Spencer Cottage holiday accommodation;125902593;Rofiati;Western Australia;ALBANY;-35.02709;117.88747;Entire home/apt;194;2;392;2024-06-10;4.31;1;22;49;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0
1318;Captains Heritage Cottage 60  Central Fremantle;40000631;Alison;Western Australia;FREMANTLE;-32.06026;115.75391;Entire home/apt;250;3;90;2024-04-26;1.42;29;44;12;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0
1319;country comfort cottage;107103997;Lorna;Western Australia;AUGUSTA-MARGARET RIVER;-34.2138;115.07445;Entire home/apt;205;2;179;2024-05-20;2.06;1;263;29;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0
1320;Beautiful Sanctuary with Tranquil Gardens in Perth;107104018;Lyn;Western Australia;VICTORIA PARK;-31.97281;115.88249;Entire home/apt;215;4;270;2024-06-17;2.96;1;200;30;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0
1321;Perfect Beach House Busselton  Great Reviews;9346520;Jenny;Western Australia;BUSSELTON;-33.63881;115.37765;Entire home/apt;195;2;285;2024-06-03;3.14;2;258;45;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1
1322;A Taste of Tiny Living  Tiny Studio;37875875;Lisa;Western Australia;COCKBURN;-32.08787;115.76745;Entire home/apt;90;1;402;2024-06-09;4.43;3;105;61;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
1323;Private and quiet self contained area;42091796;Frances;Western Australia;STIRLING;-31.87759;115.79932;Private room;83;3;14;2024-05-16;0.15;1;154;5;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1
1324;Homely Spacious Room with 2 Queen beds;37531632;May;Western Australia;VICTORIA PARK;-31.99243;115.90203;Private room;105;1;20;2024-06-03;0.22;4;355;13;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0
1325;Stylish Artistic Studio w Ensuite  Kitchenette;10122917;Jemma;Western Australia;COCKBURN;-32.08306;115.81385;Entire home/apt;86;3;196;2024-06-11;2.15;1;46;38;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0
1326;Boranup Jewel Chalet your retreat from the world;27391046;Ines;Western Australia;AUGUSTA-MARGARET RIVER;-34.09245;115.06317;Entire home/apt;224;3;88;2024-05-04;1.0;1;160;13;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0
1327;Busselton Beach Side on Blue;107410409;Alison;Western Australia;BUSSELTON;-33.65668;115.30835;Entire home/apt;170;4;352;2024-01-27;3.87;1;50;9;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1
1328;MimosaBeachHouse Margaret River Beach Winter Promo;107505697;Vincent;Western Australia;AUGUSTA-MARGARET RIVER;-33.99006;114.99691;Entire home/apt;795;3;35;2024-01-01;0.4;2;247;3;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0
1329;Gracetime;107508104;Leena;Western Australia;AUGUSTA-MARGARET RIVER;-33.86496;114.99224;Entire home/apt;450;2;74;2024-04-02;0.81;1;294;6;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0
1330;Villa May Scarb Beach;95095536;Michele;Western Australia;STIRLING;-31.89555;115.76008;Entire home/apt;200;3;22;2024-06-19;0.24;1;138;5;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0
1331;Villa Mini 5 Star Luxury and Spacious 150m2;107505697;Vincent;Western Australia;AUGUSTA-MARGARET RIVER;-33.98869;114.99609;Entire home/apt;295;2;126;2024-06-02;1.4;2;352;13;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0
1332;Character North Beach Room for Single Traveller;29486823;John;Western Australia;STIRLING;-31.86816;115.75761;Private room;85;1;186;2024-06-04;2.34;1;364;30;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1
1333;Fully self contained Hacienda;23837241;Martina;Western Australia;BUSSELTON;-33.61935;115.09883;Entire home/apt;173;2;201;2024-04-09;2.22;3;236;11;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1
1334;The Secluded Beach House on Cove;3365071;John;Western Australia;BUSSELTON;-33.62306;115.11982;Entire home/apt;256;3;329;2024-06-25;3.6;1;309;79;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1
1335;Kellys House Family Pet Friendly and Contractors;107543787;Dayle;Western Australia;BUNBURY;-33.34526;115.63609;Entire home/apt;203;3;50;2024-06-03;0.58;2;310;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1336;Blue Haven Family Home great for families;107543787;Dayle;Western Australia;BUNBURY;-33.3722;115.62599;Entire home/apt;219;3;42;2024-05-30;0.47;2;337;6;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0
1337;Home away from Home;107835648;Pete And Kayles;Western Australia;AUGUSTA-MARGARET RIVER;-33.95293;115.08935;Private room;123;1;466;2024-06-08;5.1;1;20;98;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0
1338;Hillarys Apartment in Hillarys Boat Harbour;107985484;Irene;Western Australia;JOONDALUP;-31.82321;115.73701;Entire home/apt;213;3;181;2024-06-10;2.0;1;74;27;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
1339;Modern townhouse in caf central;108414213;Susan;Western Australia;VINCENT;-31.9437;115.85956;Private room;75;2;221;2024-06-19;2.47;1;5;29;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0
1340;4x4 Falcon Bay Townhouse;25871549;Karen;Western Australia;MANDURAH;-32.5839;115.66484;Entire home/apt;220;2;34;2024-04-21;0.38;1;48;5;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0
1341;Seine Bay Waterfront Cottage;48852549;Lance;Western Australia;AUGUSTA-MARGARET RIVER;-34.32;115.16329;Entire home/apt;242;2;100;2024-05-04;1.12;2;156;9;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0
1342;Beachfront luxury with amazing ocean views;108691320;Wayne;Western Australia;CAPEL;-33.40221;115.60389;Entire home/apt;450;4;134;2024-03-13;1.47;1;161;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1343;Ziggy and Brees place;91623267;David;Western Australia;AUGUSTA-MARGARET RIVER;-33.95366;115.07096;Entire home/apt;180;2;118;2024-06-09;1.31;1;279;20;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
1344;Beach House for Holiday Acommodation;13297905;Malcolm;Western Australia;WANNEROO;-31.49296;115.58357;Entire home/apt;163;2;124;2024-06-14;1.36;1;292;15;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1
1345;TOWN VIEW HOUSE  Right in the heart of town;76675672;Kasey;Western Australia;AUGUSTA-MARGARET RIVER;-33.9542;115.07332;Entire home/apt;282;2;385;2024-06-14;4.27;2;225;48;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1
1346;The Blue Manor;108805468;Tahlia;Western Australia;BUSSELTON;-33.65508;115.32776;Entire home/apt;195;3;217;2024-04-24;2.39;1;216;28;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
1347;Master Bedroom with Private Bathroom;108678284;Tati;Western Australia;CANNING;-32.00357;115.91345;Private room;60;14;17;2024-04-02;0.33;14;83;7;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0
1348;Cottesloe Oasis;23232908;Peta;Western Australia;COTTESLOE;-31.9868;115.75493;Entire home/apt;150;4;29;2024-05-30;0.32;1;67;6;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0
1349;BlueSun Beach House Falcon  Sea Views;108916654;Kevin;Western Australia;MANDURAH;-32.57336;115.66404;Entire home/apt;395;2;23;2023-04-10;0.37;1;359;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0
1350;Town house 5 minwalk to foreshore;108933461;Carol;Western Australia;MANDURAH;-32.52394;115.72509;Entire home/apt;454;2;75;2024-03-04;0.84;1;359;7;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0
1351;Smiths Beach House Walk to Beach;32430753;Kayleen & Fred;Western Australia;BUSSELTON;-33.65973;115.2677;Entire home/apt;199;2;75;2024-04-07;0.86;1;113;4;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0
1352;Geographe House;107219140;Kit;Western Australia;BUSSELTON;-33.63426;115.38999;Entire home/apt;485;2;71;2022-04-13;0.79;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0
1353;Nutcrackers Lodge;109222104;Sarah N Shane;Western Australia;ESPERANCE;-33.78927;121.92332;Entire home/apt;200;2;82;2024-05-29;0.91;1;150;23;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0
1354;Number One Century Cove North Cottesloe Beach;54174601;Kaye;Western Australia;COTTESLOE;-31.98818;115.75405;Entire home/apt;264;4;74;2024-04-03;0.87;1;269;7;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1
1355;leeuwin ridge chalets  chalet1;91581346;Anjelika;Western Australia;AUGUSTA-MARGARET RIVER;-34.31661;115.13023;Entire home/apt;200;2;162;2024-01-28;1.78;2;72;4;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0
1356;Holiday Accommodation TheGuestRoom;109292191;Amanda;Western Australia;BROOME;-17.92715;122.22829;Private room;154;2;138;2024-06-14;1.59;1;55;14;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1
1357;Quiet Self Contained Villa;109401474;Josh;Western Australia;COCKBURN;-32.10412;115.83815;Entire home/apt;114;3;228;2024-06-25;2.55;2;88;47;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0
1358;Serenity on the Terrace 3 bed 25 bath Townhouse;86594619;Richard;Western Australia;MANDURAH;-32.52379;115.72444;Entire home/apt;350;2;50;2024-03-04;0.55;1;310;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1359;Heart of Mt Lawley  Cosy 1bedroom apartment;7626559;Cathy;Western Australia;VINCENT;-31.93772;115.87022;Entire home/apt;170;3;30;2024-05-20;0.33;1;80;7;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1
1360;Idyllic close to city 5 bedrooms;36673377;Jane;Western Australia;ALBANY;-34.99434;117.85027;Entire home/apt;450;1;210;2024-06-23;2.46;1;252;23;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0
1361;Holiday retreat  no cleaning fee  for 3 nights;2939672;Kenneth;Western Australia;BUSSELTON;-33.6369;115.39661;Entire home/apt;156;2;252;2024-05-06;2.77;1;104;29;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0
1362;Great appartment walk to city shops cafes art;50555823;Karl;Western Australia;VINCENT;-31.9427;115.86826;Entire home/apt;195;5;355;2024-06-25;4.04;1;130;43;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0
1363;A home away from home close to everything;107402818;Hannah;Western Australia;STIRLING;-31.88938;115.82897;Private room;85;3;28;2020-04-15;0.31;1;358;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1364;PRIVATE HOUSE in the centre of Perth;67564711;Nik;Western Australia;VINCENT;-31.94224;115.85782;Entire home/apt;163;5;227;2024-05-13;2.5;1;118;13;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1
1365;Hidden GemHalls Head;110282112;Lidia;Western Australia;MANDURAH;-32.52388;115.70218;Entire home/apt;217;3;73;2024-04-28;0.83;2;307;5;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1
1366;Osprey Villa unit 119;110282112;Lidia;Western Australia;EXMOUTH;-21.92864;114.12751;Entire home/apt;371;4;79;2024-01-03;0.89;2;240;5;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0
1367;Silver Gypsys Fabulous Flat for Two or more ;226816;Marg;Western Australia;STIRLING;-31.8459;115.80111;Entire home/apt;50;2;305;2024-06-23;3.47;1;42;48;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1
1368;Oceanside house in ILUKA;110407395;Kanwal;Western Australia;JOONDALUP;-31.73268;115.72414;Private room;105;7;40;2024-05-13;0.48;2;305;9;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1
1369;Indian Ocean Views  pool btw COTTESLOE FREMANTLE;7015850;Erin;Western Australia;COTTESLOE;-32.01161;115.7549;Entire home/apt;125;90;4;2017-11-06;0.04;1;199;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0
1370;Broadwater Resort Executive Villa;110718541;Andrea;Western Australia;BUSSELTON;-33.65947;115.27964;Entire home/apt;260;4;49;2024-04-01;0.55;2;141;6;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0
1371;Halls Head Holiday Home;110742520;Troy;Western Australia;MANDURAH;-32.53287;115.70146;Entire home/apt;126;3;16;2023-04-26;0.18;1;199;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0
1372;Waves on Falcon;41130383;Sally;Western Australia;MANDURAH;-32.56561;115.66813;Entire home/apt;350;3;24;2024-03-03;0.46;2;317;6;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0
1373;Apartment close to beach with pool Wifi  aircon;56149393;Almayne;Western Australia;STIRLING;-31.89659;115.76275;Entire home/apt;250;3;79;2024-06-02;0.9;1;187;24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1374;Forrest River and Sea;36194885;Deborah;Western Australia;DENMARK;-34.96443;117.35585;Private room;110;2;18;2024-06-03;0.21;1;155;11;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0
1375;HoneyeaterMargaret River7 minutes to TownBeach;42520097;Sean;Western Australia;AUGUSTA-MARGARET RIVER;-33.98024;115.03835;Entire home/apt;650;2;113;2024-05-13;1.26;1;286;12;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1
1376;The Washhouse  an 1893 limestone cottage;1778142;Tim;Western Australia;FREMANTLE;-32.06699;115.75609;Entire home/apt;142;2;287;2024-06-19;3.22;1;93;42;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0
1377;Live like a local  Westend Fremantle;20201886;Breda;Western Australia;FREMANTLE;-32.05813;115.74755;Entire home/apt;206;3;368;2024-06-21;4.13;2;117;52;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0
1378;Garden Room Whispering Pines Bed  Breakfast;48538200;Wanda;Western Australia;COLLIE;-33.34946;116.17421;Private room;140;1;16;2024-02-18;0.22;4;302;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1379;The Haven Margaret Riverstyle comfort  location;18537489;Jenni & Alison;Western Australia;AUGUSTA-MARGARET RIVER;-33.96296;115.05728;Entire home/apt;320;3;290;2024-06-10;3.5;1;37;33;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
1380;Forest Room Whispering Pines Bed  Breakfast;48538200;Wanda;Western Australia;COLLIE;-33.34953;116.17464;Private room;150;1;10;2023-09-23;0.19;4;227;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0
1381;Wavelea Waters;111529778;Sherrin;Western Australia;ROCKINGHAM;-32.30902;115.73745;Entire home/apt;90;2;101;2024-05-29;1.12;1;52;17;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0
1382;Suite Whispering Pines Bed  Breakfast;48538200;Wanda;Western Australia;COLLIE;-33.35015;116.1759;Entire home/apt;200;1;39;2024-06-02;0.49;4;229;9;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0
1383;Fremantle Colonial Lodge 3;25581116;Bailey;Western Australia;FREMANTLE;-32.06214;115.77934;Entire home/apt;130;2;88;2024-06-23;0.99;7;306;16;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1
1384;Millbrook Cottage at Yallingup;1630283;Sally;Western Australia;BUSSELTON;-33.67967;115.04416;Entire home/apt;380;3;107;2024-06-07;1.24;1;217;23;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
1385;Top Floor 2 Bedroom Retreat;105979263;Normi;Western Australia;WANNEROO;-31.69179;115.73204;Entire home/apt;120;3;91;2024-06-16;1.04;10;13;28;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1
1386;Viente  Cape Villas Dunsborough;22742955;Cape Executive;Western Australia;BUSSELTON;-33.61955;115.09245;Entire home/apt;290;2;69;2024-06-03;0.78;24;75;5;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0
1387;Fully Furnished Room in a Beautiful Sunny Villa;58106871;Amira-Faith;Western Australia;STIRLING;-31.89759;115.76693;Private room;70;1;28;2019-08-20;0.31;1;178;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0
1388;Fremantle Vibes  Queen Bed;112047319;Sally;Western Australia;FREMANTLE;-32.06331;115.76143;Entire home/apt;142;1;613;2024-06-25;6.83;1;312;117;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0
1389;Driftwood Cottage;12487751;Sally;Western Australia;RAVENSTHORPE;-33.94431;120.12323;Entire home/apt;150;2;111;2024-06-07;1.32;1;300;20;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1
1390;Serindipity 180 degrees ocean view;56188776;Taniya;Western Australia;WANNEROO;-31.55024;115.63135;Entire home/apt;165;2;130;2024-05-19;1.47;1;265;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1391;Oceanviews and Sunsets in Doubleview;112476766;Kelly;Western Australia;STIRLING;-31.90204;115.7827;Entire home/apt;800;4;13;2023-04-14;0.17;1;32;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
1392;Room 1 Queen with ensuite ground level;93958629;Accommodation In Fremantle;Western Australia;FREMANTLE;-32.05822;115.74931;Private room;183;1;76;2024-05-17;0.94;8;56;23;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0
1393;Cute apartment in the hills;31754012;Louis;Western Australia;ARMADALE;-32.12129;116.05597;Entire home/apt;140;2;92;2024-04-21;1.18;1;341;15;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0
1394;Jarrah Grove Forest Retreat  Luxury Chalets;106781715;Sam;Western Australia;AUGUSTA-MARGARET RIVER;-34.017;115.17127;Hotel room;509;2;78;2024-04-11;0.88;2;0;6;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0
1395;To Perth City 62kms  to Optus Stadium 6kms;108662752;Lourdes (Lilian);Western Australia;VICTORIA PARK;-31.98356;115.90642;Private room;46;5;156;2024-05-01;1.73;2;228;14;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0
1396;The IceWorksOverlooking Esplanade w parking 2 car;180370437;Nicole;Western Australia;FREMANTLE;-32.058529;115.747849;Entire home/apt;250;2;113;2024-06-19;1.27;33;134;24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1397;Falcon Bay Beach House for Two Famlies;113330094;Andrew;Western Australia;MANDURAH;-32.58045;115.65284;Entire home/apt;500;5;12;2024-04-01;0.18;2;287;3;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0
1398;Iluka Cottage;102330608;Andrew And Anne;Western Australia;DENMARK;-35.00859;117.31984;Entire home/apt;207;2;208;2024-06-13;2.33;1;256;25;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0
1399;Whole 1 Bdrm unit with wifi  parking;113462868;Melanie;Western Australia;CAMBRIDGE;-31.94195;115.80549;Entire home/apt;86;5;42;2024-05-15;0.47;2;67;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1400;Entire unit near SJOG subiaco;113462868;Melanie;Western Australia;CAMBRIDGE;-31.93928;115.82137;Entire home/apt;95;5;52;2024-05-26;0.58;2;64;4;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
